chembl_id	accession	pref_name	organism	l1	l2	l3	l4	l5	l6	l7	l8
CHEMBL2401609	P46510	Carbonic anhydrase	Flaveria bidentis	Enzyme							
CHEMBL2146346	P46531	Neurogenic locus notch homolog protein 1	Homo sapiens	Unclassified protein							
CHEMBL2390809	P46541	Proline iminopeptidase	Bacillus coagulans	Enzyme							
CHEMBL5197	P46549	Serine/threonine-protein kinase SULU	Caenorhabditis elegans	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE20 family			
CHEMBL1255136	P46587	Heat shock protein SSA2	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	Unclassified protein							
CHEMBL3580503	P46598	Heat shock protein 90 homolog	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	Unclassified protein							
CHEMBL2605	P46616	Adenosine A2a receptor	Cavia porcellus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor			
CHEMBL4308	P46663	Bradykinin B1 receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Bradykinin receptor			
CHEMBL1781859	P46720	Solute carrier organic anion transporter family member 1A1	Rattus norvegicus	Unclassified protein							
CHEMBL1743123	P46721	Solute carrier organic anion transporter family member 1A2	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC21/SLCO family of organic anion transporting polypeptides				
CHEMBL2109	P46734	Dual specificity mitogen-activated protein kinase kinase 3	Homo sapiens	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE7 family			
CHEMBL3217382	P46821	Microtubule-associated protein 1B	Homo sapiens	Unclassified protein							
CHEMBL1795160	P46863	Bipolar kinesin KRP-130	Drosophila melanogaster	Unclassified protein							
CHEMBL4414	P46925	Plasmepsin 2	Plasmodium falciparum	Enzyme	Protease	Aspartic protease	Aspartic protease AA clan	Aspartic protease A1A subfamily			
CHEMBL3621023	P46934	E3 ubiquitin-protein ligase NEDD4	Homo sapiens	Enzyme	Ligase						
CHEMBL1250406	P46943	Translation factor GUF1, mitochondrial	Saccharomyces cerevisiae S288c	Enzyme							
CHEMBL3108657	P46952	3-hydroxyanthranilate 3,4-dioxygenase	Homo sapiens	Enzyme							
CHEMBL3108658	P46953	3-hydroxyanthranilate 3,4-dioxygenase	Rattus norvegicus	Enzyme							
CHEMBL1741185	P47154	CAAX prenyl protease 1	Saccharomyces cerevisiae S288c	Enzyme							
CHEMBL1075215	P47196	RAC-alpha serine/threonine-protein kinase	Rattus norvegicus	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase AKT family			
CHEMBL4332	P47199	Quinone oxidoreductase	Mus musculus	Enzyme							
CHEMBL1075206	P47204	Cell division protein ftsZ	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Unclassified protein							
CHEMBL3855	P47205	UDP-3-O-acyl-GlcNAc deacetylase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Enzyme							
CHEMBL4894	P47211	Galanin receptor 1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Galanin receptor			
CHEMBL3816	P47712	Cytosolic phospholipase A2	Homo sapiens	Enzyme							
CHEMBL2907	P47713	Cytosolic phospholipase A2	Mus musculus	Enzyme							
CHEMBL4626	P47743	Metabotropic glutamate receptor 8	Mus musculus	Membrane receptor	Family C G protein-coupled receptor	Small molecule receptor (family C GPCR)	Neurotransmitter receptor (family C GPCR)	Metabotropic glutamate receptor			
CHEMBL2304404	P47745	Adenosine A1 receptor	Cavia porcellus	Unclassified protein							
CHEMBL3037	P47746	Cannabinoid CB1 receptor	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Cannabinoid receptor			
CHEMBL2111415	P47746	Cannabinoid receptor	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Cannabinoid receptor			
CHEMBL2882	P47747	Histamine H2 receptor	Cavia porcellus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Histamine receptor			
CHEMBL5492	P47748	Nociceptin receptor	Cavia porcellus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor			
CHEMBL3616360	P47752	Sphingosine 1-phosphate receptor 2	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL5006	P47775	G-protein coupled receptor 12	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor						
CHEMBL2366476	P47791	Glutathione reductase, mitochondrial	Mus musculus	Enzyme							
CHEMBL5007	P47806	Zinc finger protein GLI1	Mus musculus	Unclassified protein							
CHEMBL2201	P47809	Dual specificity mitogen-activated protein kinase kinase 4	Mus musculus	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE7 family			
CHEMBL2336	P47811	MAP kinase p38 alpha	Mus musculus	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase MAPK family	CMGC protein kinase p38 subfamily		
CHEMBL2111473	P47811	MAP kinase p38	Mus musculus	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase MAPK family	CMGC protein kinase p38 subfamily		
CHEMBL2625	P47820	Angiotensin-converting enzyme	Rattus norvegicus	Enzyme	Protease	Metallo protease	Metallo protease MAE clan	Metallo protease M2 family			
CHEMBL2530	P47824	P2X purinoceptor 1	Rattus norvegicus	Ion channel	Ligand-gated ion channel	P2X receptor					
CHEMBL3581	P47866	Corticotropin releasing factor receptor 2	Rattus norvegicus	Membrane receptor	Family B G protein-coupled receptor	Peptide receptor (family B GPCR)	Corticotropin releasing factor receptor	Corticotropin releasing factor receptor			
CHEMBL2111360	P47866	Corticotropin releasing factor receptor	Rattus norvegicus	Membrane receptor	Family B G protein-coupled receptor	Peptide receptor (family B GPCR)	Corticotropin releasing factor receptor	Corticotropin releasing factor receptor			
CHEMBL4956	P47869	GABA receptor alpha-2 subunit	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2093872	P47869	GABA-A receptor; anion channel	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2109243	P47869	GABA-A receptor; benzodiazepine site	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2109244	P47869	GABA-A receptor; agonist GABA site	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2094130	P47869	GABA-A receptor; alpha-2/beta-3/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2111413	P47869	GABA A receptor alpha-2/beta-2/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL1920	P47870	GABA receptor beta-2 subunit	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL1907597	P47870	GABA-A receptor; GABA-A site (alpha1/beta2 interface)	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2093872	P47870	GABA-A receptor; anion channel	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2109244	P47870	GABA-A receptor; agonist GABA site	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2095172	P47870	GABA-A receptor; alpha-1/beta-2/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2111339	P47870	GABA A receptor alpha-3/beta-2/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2111370	P47870	GABA A receptor alpha-6/beta-2/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2111413	P47870	GABA A receptor alpha-2/beta-2/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL1985	P47871	Glucagon receptor	Homo sapiens	Membrane receptor	Family B G protein-coupled receptor	Peptide receptor (family B GPCR)	Glucagon-like receptor	Glucagon receptor			
CHEMBL1925	P47872	Secretin receptor	Homo sapiens	Membrane receptor	Family B G protein-coupled receptor	Peptide receptor (family B GPCR)	Glucagon-like receptor	Secretin receptor receptor			
CHEMBL3579	P47895	Aldehyde dehydrogenase 1A3	Homo sapiens	Enzyme							
CHEMBL3542434	P47895	Aldehyde dehydrogenase	Homo sapiens	Enzyme							
CHEMBL3054	P47897	Glutaminyl-tRNA synthetase	Homo sapiens	Enzyme							
CHEMBL3426	P47898	Serotonin 5a (5-HT5a) receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor			
CHEMBL2096904	P47898	Serotonin (5-HT) receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor			
CHEMBL4315	P47900	Purinergic receptor P2Y1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Purine receptor			
CHEMBL1921	P47901	Vasopressin V1b receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Vasopressin and oxytocin receptor			
CHEMBL2111456	P47901	Vasopressin V1 receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Vasopressin and oxytocin receptor			
CHEMBL2363078	P47901	Vasopressin receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Vasopressin and oxytocin receptor			
CHEMBL5008	P47929	Galectin-7	Homo sapiens	Unclassified protein							
CHEMBL5373	P47936	Cannabinoid CB2 receptor	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Cannabinoid receptor			
CHEMBL2111415	P47936	Cannabinoid receptor	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Cannabinoid receptor			
CHEMBL1929	P47989	Xanthine dehydrogenase	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2366477	P48016	Vacuolar acid trehalase	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	Enzyme							
CHEMBL5714	P48023	Tumor necrosis factor ligand superfamily member 6	Homo sapiens	Unclassified protein							
CHEMBL4775	P48026	Spermidine/spermine N(1)-acetyltransferase 1	Mus musculus	Enzyme							
CHEMBL2111376	P48026	Spermidine/spermine N(1)-acetyltransferase (SAT)	Mus musculus	Enzyme							
CHEMBL3881	P48032	Tissue inhibitor of metalloproteinases-3	Rattus norvegicus	Secreted protein							
CHEMBL1945	P48039	Melatonin receptor 1A	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine-derivative receptor (family A GPCR)	Melatonin receptor			
CHEMBL2094268	P48039	Melatonin receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine-derivative receptor (family A GPCR)	Melatonin receptor			
CHEMBL2344	P48044	Vasopressin V2 receptor	Bos taurus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Vasopressin and oxytocin receptor			
CHEMBL1293292	P48048	ATP-sensitive inward rectifier potassium channel 1	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel				
CHEMBL2146347	P48050	Inward rectifier potassium channel 4	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel				
CHEMBL2406895	P48051	G protein-activated inward rectifier potassium channel 2	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel				
CHEMBL3038489	P48051	Kir3.1/Kir3.2	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel				
CHEMBL3038490	P48051	Kir3.2/Kir3.3	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel				
CHEMBL2111478	P48056	GABA transporter	Rattus norvegicus	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL3190	P48058	Glutamate receptor ionotropic, AMPA 4	Homo sapiens	Ion channel	Ligand-gated ion channel	Ionotropic glutamate receptor	AMPA receptor				
CHEMBL2096670	P48058	Glutamate receptor ionotropic AMPA	Homo sapiens	Ion channel	Ligand-gated ion channel	Ionotropic glutamate receptor	AMPA receptor				
CHEMBL3286074	P48061	Stromal cell-derived factor 1	Homo sapiens	Secreted protein							
CHEMBL3715	P48065	Betaine transporter	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL5208	P48066	GABA transporter 3	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL2337	P48067	Glycine transporter 1	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC06 neurotransmitter transporter family				
CHEMBL1293293	P48145	Neuropeptides B/W receptor type 1	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide receptor			
CHEMBL3202	P48147	Prolyl endopeptidase	Homo sapiens	Enzyme	Protease	Serine protease	Serine protease SC clan	Serine protease S9A subfamily			
CHEMBL3495	P48163	NADP-dependent malic enzyme	Homo sapiens	Enzyme							
CHEMBL2363052	P48167	Glycine receptor (alpha-1/beta)	Homo sapiens	Ion channel	Ligand-gated ion channel	Glycine receptor					
CHEMBL2472	P48169	GABA receptor alpha-4 subunit	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2093872	P48169	GABA-A receptor; anion channel	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2109243	P48169	GABA-A receptor; benzodiazepine site	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2109244	P48169	GABA-A receptor; agonist GABA site	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2111366	P48169	GABA A receptor alpha-4/beta-3/gamma-2	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL5601	P48281	Vitamin D receptor	Mus musculus	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 1	Nuclear hormone receptor subfamily 1 group I	Nuclear hormone receptor subfamily 1 group I member 1			
CHEMBL1681617	P48302	Endothelin receptor ET-B	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Endothelin receptor			
CHEMBL1914263	P48303	Sphingosine 1-phosphate receptor 1	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL5913	P48357	Leptin receptor	Homo sapiens	Unclassified protein							
CHEMBL2311244	P48371	DNA gyrase	Neisseria gonorrhoeae	Enzyme	Isomerase						
CHEMBL3390828	P48372	DNA gyrase	Pseudomonas aeruginosa	Enzyme							
CHEMBL2363077	P48374	Topoisomerase IV	Neisseria gonorrhoeae	Enzyme	Isomerase						
CHEMBL1795194	P48426	Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha	Homo sapiens	Enzyme							
CHEMBL2516	P48442	Calcium sensing receptor	Rattus norvegicus	Membrane receptor	Family C G protein-coupled receptor	Ion receptor (family C GPCR)	Calcium sensing receptor	Calcium sensing receptor			
CHEMBL2004	P48443	Retinoid X receptor gamma	Homo sapiens	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 2	Nuclear hormone receptor subfamily 2 group B	Nuclear hormone receptor subfamily 2 group B member 3			
CHEMBL2363070	P48443	Retinoid X receptor	Homo sapiens	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 2	Nuclear hormone receptor subfamily 2 group B	Nuclear hormone receptor subfamily 2 group B member 3			
CHEMBL2363071	P48443	Retinoid receptor	Homo sapiens	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 2	Nuclear hormone receptor subfamily 2 group B	Nuclear hormone receptor subfamily 2 group B member 3			
CHEMBL3542434	P48448	Aldehyde dehydrogenase	Homo sapiens	Enzyme							
CHEMBL3593	P48449	Lanosterol synthase	Homo sapiens	Enzyme							
CHEMBL3262	P48450	Lanosterol synthase	Rattus norvegicus	Enzyme							
CHEMBL2176801	P48500	Triosephosphate isomerase	Rattus norvegicus	Enzyme							
CHEMBL4055	P48506	Gamma-glutamylcysteine synthetase	Homo sapiens	Enzyme							
CHEMBL3038488	P48544	Kir3.1/Kir3.4	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel				
CHEMBL4383	P48546	Gastric inhibitory polypeptide receptor	Homo sapiens	Membrane receptor	Family B G protein-coupled receptor	Peptide receptor (family B GPCR)	Glucagon-like receptor	Gastric inhibitory polypeptide receptor			
CHEMBL5529	P48547	Voltage-gated potassium channel subunit Kv3.1	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL2362996	P48547	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
